company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Booz Allen,University - 2027 Summer Games Data Scientist Intern,Summer 2027,False,,Internship,,Data & ML/AI,"San Diego, CA",citizens-only,38,$141k/yr,,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://bah.wd1.myworkdayjobs.com/bah_jobs/job/San-Diego-CA/University---2027-Summer-Games-Data-Scientist-Intern---San-Diego--CA_R0248045
Booz Allen,University - 2027 Summer Games Software Developer Intern,Summer 2027,False,,Internship,,Software,"San Diego, CA",citizens-only,38,$108k/yr,Python; Java; C++; JavaScript,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://bah.wd1.myworkdayjobs.com/bah_jobs/job/San-Diego-CA/University---2027-Summer-Games-Software-Developer-Intern---San-Diego--CA_R0248038
Booz Allen,"University, 2027 Summer Games Cyber Security Intern",Summer 2027,False,,Internship,,Security,"San Diego, CA",citizens-only,38,$108k/yr,Linux,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://bah.wd1.myworkdayjobs.com/bah_jobs/job/San-Diego-CA/University--2027-Summer-Games-Cyber-Security-Intern_R0248043
Brunswick,Mercury Marine: Mechanical Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-27T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Mechanical-Engineering-Intern_JR-051390
Brunswick,Manufacturing Engineering Intern,Summer 2027,False,,Internship,,Hardware,"New York Mills, MN",no-sponsorship,54,$18–$27/hr,,2026-08-27T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/New-York-Mills-MN/Manufacturing-Engineering-Intern_JR-051341-1
Johns Manville (JM),Product Management Intern- Summer 2027,Summer 2027,False,,Internship,,Software,Denver CO WHQ,unknown,,$52.6k/yr,,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://jm.wd103.myworkdayjobs.com/External/job/Denver-CO-WHQ/Product-Management-Intern--Summer-2027_R26_1432
Micron Technology,"Intern - Technical Customer Management, AI",Not stated,True,,Internship,,Data & ML/AI,"Longmont-MAX- Office, CO",unknown,489,,Python; SQL,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://micron.wd1.myworkdayjobs.com/External/job/Longmont-MAX--Office-CO/Intern---Technical-Customer-Management--AI_JR109454
PSECU,Data Analyst Intern,Not stated,True,,Internship,,Data & ML/AI,"Harrisburg, PA",unknown,,,Python; SQL; Tableau,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://psecu.wd12.myworkdayjobs.com/PSECU/job/Harrisburg-PA/Data-Analyst-Intern_JR100964
ROCKWOOL Group,Product Management - Intern,Not stated,True,,Internship,,Software,"Chicago, Illinois",unknown,,,,2026-08-27T00:00:00Z,date_only,2026-08-27T19:51:20Z,https://rockwoolgroup.wd3.myworkdayjobs.com/ROCKWOOL/job/Chicago-Illinois/Product-Management---Intern_R0035795
Workiva,Spring & Summer 2027 Intern - Product Management,Summer 2027,False,,Internship,yes,Software,USA - Remote,unknown,3,,,2026-08-27T00:00:00Z,date_only,2026-08-29T14:25:16Z,https://workiva.wd503.myworkdayjobs.com/careers/job/USA---Remote/Spring---Summer-2027-Intern---Product-Management_R12355
Workiva,Summer 2027 Intern - Machine Learning Engineering,Summer 2027,False,,Internship,yes,Data & ML/AI,USA - Remote,unknown,3,,Python; AWS; Kubernetes; Docker; Git,2026-08-27T00:00:00Z,date_only,2026-08-29T14:25:16Z,https://workiva.wd503.myworkdayjobs.com/careers/job/USA---Remote/Summer-2027-Intern---Machine-Learning-Engineering_R12194-1
Wavetronix,Computer Science Internship Summer 2027,Summer 2027,False,,Internship,,Software,"Springville, UT",unknown,,,,2026-08-26T19:01:37.268Z,exact,2026-08-26T19:16:32Z,https://wavetronix.breezy.hr/p/565668353504-computer-science-internship-summer-2027
Axon,2027 US Embedded Engineering Internship,Summer 2027,False,,Internship,,Software,"Seattle, Washington, United States",unknown,72,,Python; Java; C#; Scala; Linux,2026-08-26T18:50:07-04:00,exact,2026-08-26T23:16:52Z,https://job-boards.greenhouse.io/axontalentcommunity/jobs/7800627003
WhiteWater Midstream,Data Science Intern - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Austin, TX",unknown,,,Python; SQL; Tableau,2026-08-26T10:46:01-04:00,exact,2026-08-26T14:56:59Z,https://job-boards.greenhouse.io/whitewatermidstream/jobs/5217853007
Verisk,AI Intern | Summer Internship Program,Summer 2027,False,,Internship,,Data & ML/AI,"Jersey City, NJ, United States",unknown,4,,LLMs; Tableau,2026-08-26,date_only,2026-08-26T19:16:32Z,https://fa-ewmy-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/4682
AECOM,Structural Engineering Intern - Hiring Event with AECOM - Philadelphia,Summer 2027,False,,Internship,,Hardware,"Philadelphia, PA, United States",unknown,246,,,2026-08-26T02:16:01.019Z,exact,2026-08-26T03:17:41Z,https://jobs.smartrecruiters.com/AECOM2/744000145646379
AECOM,Structural Engineering Intern,Summer 2027,False,,Internship,,Hardware,"Roanoke, VA, United States",unknown,246,,,2026-08-26T02:16:50.938Z,exact,2026-08-26T03:17:41Z,https://jobs.smartrecruiters.com/AECOM2/744000145646439
AECOM,Structural Engineering Intern - Bridge & Transportation Structures,Summer 2027,False,,Internship,,Hardware,"Arlington, VA, United States",unknown,246,,,2026-08-26T21:14:22.665Z,exact,2026-08-26T23:16:52Z,https://jobs.smartrecruiters.com/AECOM2/744000145837999
AbbVie,2027 Business Technology Solutions Intern - Data & Software Engineering (Undergraduate),Summer 2027,False,,Internship,,Data & ML/AI,"Irvine, CA, United States",unknown,303,,Python; Java; TypeScript; JavaScript; SQL; LLMs; Node.js; Vue,2026-08-26T00:51:58.258Z,exact,2026-08-26T01:47:46Z,https://jobs.smartrecruiters.com/AbbVie/3743990014860306
AbbVie,2027 Business Technology Solutions Intern - Data & Software Engineering (Undergraduate),Summer 2027,False,,Internship,,Data & ML/AI,"South San Francisco, CA, United States",unknown,303,,Python; Java; TypeScript; JavaScript; SQL; LLMs; Node.js; Vue,2026-08-26T00:54:51.383Z,exact,2026-08-26T01:47:46Z,https://jobs.smartrecruiters.com/AbbVie/3743990014860391
Bosch,Phone as a Key Software Engineering - Intern,Not stated,True,,Internship,,Software,"Plymouth, MI, United States",unknown,,,Python; C++; ROS,2026-08-26T16:23:12.316Z,exact,2026-08-26T16:30:33Z,https://jobs.smartrecruiters.com/BoschGroup/744000145785190
Ancestry,"Software Engineer – Observability, Co-op",Not stated,True,,Co-op,,Software,"Draper, Utah",unknown,88,,Python; Java; TypeScript; JavaScript; SQL; LLMs; React; Node.js,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://ancestry.wd501.myworkdayjobs.com/Careers/job/Draper-Utah/Software-Engineer---Observability--Co-op_R003434
Ardian,Infrastructure Intern – February 2027 I NYC,Summer 2027,False,,Internship,,Software,New York,unknown,3,,,2026-08-26T00:00:00Z,date_only,2026-08-26T19:16:32Z,https://ardian.wd103.myworkdayjobs.com/ArdianCareers/job/New-York/Infrastructure-Intern---February-2027-I-NYC_JR1002214
Brunswick,Mercury Marine: Manufacturing/Industrial Engineering Co-op,Not stated,True,,Co-op,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-26T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Manufacturing-Industrial-Engineering-Co-op_JR-051389
Brunswick,Mercury Marine: Materials Engineering Co-op,Not stated,True,,Co-op,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-26T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Materials-Engineering-Co-op_JR-051138
Chamberlain Group,Manufacturing Process Documentation Intern (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Malvern, AR",unknown,33,,,2026-08-26T00:00:00Z,date_only,2026-08-29T08:57:34Z,https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Malvern-AR/Manufacturing-Process-Documentation-Intern--Summer-2027-_JR31463
Chemours,AI & Data Science Intern,Not stated,True,,Internship,yes,Data & ML/AI,US - Remote,unknown,3,,Python; JavaScript; SQL; scikit-learn; Pandas; LLMs; React; Flask,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://chemours.wd103.myworkdayjobs.com/Chemours/job/US---Remote/AI---Data-Science-Intern_JR15013
Customers Bank,AI Innovation Risk Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Malvern, PA",no-sponsorship,,,,2026-08-26T00:00:00Z,date_only,2026-08-28T04:14:20Z,https://customersbank.wd1.myworkdayjobs.com/customersbankcareers/job/Malvern-PA/AI-Innovation-Risk-Co-Op_REQ-2026-978
IMEG,"Mechanical Engineering Intern | Columbus, OH",Summer 2027,False,,Internship,,Hardware,"Columbus, OH",unknown,10,$22/hr,,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Columbus-OH/Mechanical-Engineering-Intern---Columbus--OH_R-16523
Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security,"Odenton, MD",citizens-only,79,,Python; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://leidos.wd5.myworkdayjobs.com/External/job/Odenton-MD/Cybersecurity-Analyst-Intern_R-00190663
Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security,"Pearl Harbor, HI",citizens-only,79,,Python; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://leidos.wd5.myworkdayjobs.com/External/job/Pearl-Harbor-HI/Cybersecurity-Analyst-Intern_R-00190665
Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security,"Shiloh, IL",citizens-only,79,,Python; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T19:16:32Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Cybersecurity-Analyst-Intern_R-00190667
Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security,"Sunset, UT",citizens-only,79,,Python; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://leidos.wd5.myworkdayjobs.com/External/job/Sunset-UT/Cybersecurity-Analyst-Intern_R-00190664
Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security,"Whitehall, OH",citizens-only,79,,Python; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T19:16:32Z,https://leidos.wd5.myworkdayjobs.com/External/job/Whitehall-OH/Cybersecurity-Analyst-Intern_R-00190669
Northrop Grumman,2026 Part-Time Mechanical Engineering Intern - Chandler AZ,Fall 2026,False,,Internship,,Hardware,United States-Arizona-Chandler,citizens-only,,$17.75–$32.75/hr,,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Arizona-Chandler/XMLNAME-2026-Part-Time-Mechanical-Engineering-Intern---Chandler-AZ_R10247965
QTS,Summer 2027 Internship: Internal Data Center Infrastructure Projects,Summer 2027,False,,Internship,,Data & ML/AI,"Irving, TX",citizens-only,,,,2026-08-26T00:00:00Z,date_only,2026-08-26T14:56:59Z,https://qtsdatacenters.wd5.myworkdayjobs.com/qts/job/Irving-TX/Summer-2027-Internship--Internal-Data-Center-Infrastructure-Projects_R2026-1906
The Hartford,Tech & Data Program Summer 2027 – Data Engineer Intern (Charlotte),Summer 2027,False,,Internship,,Data & ML/AI,"Charlotte, NC",no-sponsorship,,,Python; SQL; LLMs; AWS; GCP; Azure; Git; Tableau,2026-08-26T00:00:00Z,date_only,2026-08-26T19:16:32Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Charlotte-NC/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Charlotte-_R2626648
The Hartford,Tech & Data Program Summer 2027 - Software Engineer Intern (Charlotte),Summer 2027,False,,Internship,,Data & ML/AI,"Charlotte, NC",no-sponsorship,,,Python; Java; C#; JavaScript; SQL; LLMs; React; Angular,2026-08-26T00:00:00Z,date_only,2026-08-26T19:16:32Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Charlotte-NC/Tech---Data-Program-Summer-2027---Software-Engineer-Intern--Charlotte-_R2626649
The Hartford,Tech & Data Program Summer 2027 - Data Engineer Intern (Chicago),Summer 2027,False,,Internship,,Data & ML/AI,"Chicago, IL",no-sponsorship,,,Python; SQL; LLMs; AWS; GCP; Azure; Git; Tableau,2026-08-26T00:00:00Z,date_only,2026-08-26T23:16:52Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Chicago-IL/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Chicago-_R2626650
Maximor AI,Software engineering Intern,Not stated,True,,Internship,,Software,New York City,unknown,,,Python; TypeScript; JavaScript; LLMs; React; AWS; GCP; Kubernetes,2026-08-25T20:15:07.571+00:00,exact,2026-08-26T09:55:33Z,https://jobs.ashbyhq.com/maximor/3ff6e57d-5430-4836-b6f0-19044d8ee6d8
Verkada,Backend Software Engineering Intern 2027,Summer 2027,False,,Internship,,Software,"San Mateo, CA United States",offers,67,,Python; Go; Computer Vision; AWS; Kubernetes; Docker; Terraform; Linux,2026-08-25T14:11:57-04:00,exact,2026-08-25T18:53:39Z,https://job-boards.greenhouse.io/verkada/jobs/5210813007
Verkada,Frontend Software Engineering Intern 2027,Summer 2027,False,,Internship,,Software,"San Mateo, CA United States",offers,67,,TypeScript; JavaScript; React; Angular; Vue,2026-08-25T14:12:05-04:00,exact,2026-08-25T18:53:39Z,https://job-boards.greenhouse.io/verkada/jobs/5210942007
Verkada,Embedded Software Engineering Intern 2027,Summer 2027,False,,Internship,,Software,"San Mateo, CA United States",offers,67,,C++; Linux,2026-08-25T14:12:01-04:00,exact,2026-08-25T18:53:39Z,https://job-boards.greenhouse.io/verkada/jobs/5211595007
Verkada,Security Software Engineering Intern 2027,Summer 2027,False,,Internship,,Security,"San Mateo, CA United States",offers,67,,Python; Go; Computer Vision; AWS; Kubernetes; Docker; Terraform; Linux,2026-08-25T14:12:08-04:00,exact,2026-08-25T18:53:39Z,https://job-boards.greenhouse.io/verkada/jobs/5213881007
Verkada,Mobile Software Engineering Intern 2027,Summer 2027,False,,Internship,,Software,"San Mateo, CA United States",offers,67,,Swift; Kotlin,2026-08-25T14:12:17-04:00,exact,2026-08-25T18:53:39Z,https://job-boards.greenhouse.io/verkada/jobs/5219131007
Nokia,Deepfield Software Engineer Co-op,Not stated,True,,Co-op,,Software,United States,unknown,321,,Python; Rust; JavaScript; LLMs; React; Linux,2026-08-25,date_only,2026-08-25T16:48:39Z,https://fa-evmr-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/39908
AECOM,Structural Engineering Intern - Hiring Event with AECOM - Philadelphia,Summer 2027,False,,Internship,,Hardware,"Philadelphia, PA, United States",unknown,246,,,2026-08-25T13:33:11.032Z,exact,2026-08-25T14:04:34Z,https://jobs.smartrecruiters.com/AECOM2/744000145517564
Bosch,AI Security Research Intern,Not stated,True,,Internship,,Data & ML/AI,"Pittsburgh, PA, United States",unknown,,,Python; PyTorch; LLMs,2026-08-25T12:50:20.265Z,exact,2026-08-25T13:03:59Z,https://jobs.smartrecruiters.com/BoschGroup/744000145507908
Brunswick,Mercury Marine - Systems/Software Engineering Co-op,Not stated,True,,Co-op,,Software,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,Python; Java; SQL; Azure; Git,2026-08-25T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine---Systems-Software-Engineering-Co-op_JR-051212
Brunswick,Mercury Marine: Advanced Manufacturing/Operations Analytics Engineering Co-op,Summer 2027,False,,Co-op,,Data & ML/AI,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,SQL; Azure,2026-08-25T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Advanced-Manufacturing-Operations-Analytics-Engineering-Co-op_JR-051238
Brunswick,Mercury Marine: Materials Engineering Intern,Not stated,True,,Internship,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-25T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Materials-Engineering-Intern_JR-051117
Brunswick,Mercury Marine: Product Management Intern – Oils & Lubricants,Not stated,True,,Internship,,Software,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-25T00:00:00Z,date_only,2026-08-25T15:00:05Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Product-Management-Intern---Oils---Lubricants_JR-051213
Brunswick,Merucry Marine: Product Management Intern – Parts & Accessories,Not stated,True,,Internship,,Software,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-08-25T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Merucry-Marine--Product-Management-Intern---Parts---Accessories_JR-051142
Brunswick,Mechanical Engineering Intern,Not stated,True,,Internship,,Hardware,"Menomonee Falls, WI",unknown,54,$18–$27/hr,,2026-08-25T00:00:00Z,date_only,2026-08-25T14:04:34Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Menomonee-Falls-WI/Mechanical-Engineering-Intern_JR-051231
Brunswick,Mercury Marine: Software Validation Intern,Not stated,True,,Internship,,Software,"Oshkosh, WI",unknown,54,$18–$27.5/hr,Python; C++; C#,2026-08-25T00:00:00Z,date_only,2026-08-29T21:42:31Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Oshkosh-WI/Mercury-Marine--Software-Validation-Intern_JR-051160
GlobalFoundries,Cybersecurity Intern (Summer 2027),Summer 2027,False,,Internship,,Security,USA - New York - Malta,unknown,110,,,2026-08-25T00:00:00Z,date_only,2026-08-25T14:04:34Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---New-York---Malta/Cybersecurity-Intern--Summer-2027-_JR-2604459
IMEG,"Structural Intern | Fairfax, VA",Summer 2027,False,,Internship,,Hardware,"Washington, DC",unknown,10,$22–$25/hr,,2026-08-25T00:00:00Z,date_only,2026-08-25T15:57:23Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Washington-DC/Structural-Intern---Fairfax--VA_R-16618
Northrop Grumman,2027 Software Engineering Intern- Huntsville AL,Summer 2027,False,,Internship,,Software,United States-Alabama-Huntsville,citizens-only,,$25.5–$32/hr,,2026-08-25T00:00:00Z,date_only,2026-08-25T11:41:27Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Alabama-Huntsville/XMLNAME-2027-Software-Engineering-Intern--Huntsville-AL_R10247486
Northrop Grumman,2027 Software Test Engineering Intern- Huntsville AL,Summer 2027,False,,Internship,,Software,United States-Alabama-Huntsville,citizens-only,,$25.5–$32/hr,Python; Java; C++; Git; Tableau,2026-08-25T00:00:00Z,date_only,2026-08-25T11:41:27Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Alabama-Huntsville/XMLNAME-2027-Software-Test-Engineering-Intern--Huntsville-AL_R10247483
Northrop Grumman,2027 Software Test Engineering Intern- Huntsville AL,Summer 2027,False,,Internship,,Software,United States-Alabama-Huntsville,citizens-only,,$25.5–$32/hr,Python; Java; C++; Git; Tableau,2026-08-25T00:00:00Z,date_only,2026-08-25T11:41:27Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Alabama-Huntsville/XMLNAME-2027-Software-Test-Engineering-Intern--Huntsville-AL_R10247485
Northrop Grumman,2027 Software Test Engineering Intern- Huntsville AL,Summer 2027,False,,Internship,,Software,United States-Alabama-Huntsville,citizens-only,,$25.5–$32/hr,,2026-08-25T00:00:00Z,date_only,2026-08-25T17:41:58Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Alabama-Huntsville/XMLNAME-2027-Software-Test-Engineering-Intern--Huntsville-AL_R10247487
Philips,"Co-op - Robotics Mechatronics, Surgical Robotics - Cambridge, MA - January 2027",Summer 2027,False,,Co-op,,Hardware,"Cambridge (US), Massachusetts, United States",unknown,,,,2026-08-25T00:00:00Z,date_only,2026-08-25T18:53:39Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Cambridge-US-Massachusetts-United-States/Co-op---Robotics-Mechatronics--Surgical-Robotics---Cambridge--MA---January-2027_589902
Sensata,Mechanical Engineer Intern (Dynapower) - Summer 2027,Summer 2027,False,,Internship,,Hardware,"Dynapower South Burlington, VT",citizens-only,24,,,2026-08-25T00:00:00Z,date_only,2026-08-25T15:00:05Z,https://sensata.wd1.myworkdayjobs.com/Sensata-Careers/job/Dynapower-South-Burlington-VT/Mechanical-Engineer-Intern--Dynapower----Summer-2027_IRC98334
The Hartford,Tech & Data Program Summer 2027 - Software Engineer Intern (Columbus),Summer 2027,False,,Internship,,Data & ML/AI,"Columbus, OH",no-sponsorship,,,Python; Java; C#; JavaScript; SQL; LLMs; Angular; AWS,2026-08-25T00:00:00Z,date_only,2026-08-25T19:42:43Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Columbus-OH/Tech---Data-Summer-Program-2027---Software-Engineer-Intern--Columbus-_R2626609
Rivet Industries,"Software Engineer Intern, XR Team (Fall 2026)",Fall 2026,False,,Internship,,Software,"Bellevue, WA",citizens-only,,,,2026-08-24T20:33:26.447+00:00,exact,2026-08-24T20:42:21Z,https://jobs.ashbyhq.com/rivet/4e02461a-9f6c-4d3c-a511-6d54f31999bc
Advanced Space,2027 Software Engineering Summer Internship,Summer 2027,False,,Internship,,Software,"Westminster, CO",unknown,,$26–$35/hr,Python; C++; Linux,2026-08-24T16:37:48-04:00,exact,2026-08-24T21:41:46Z,https://job-boards.greenhouse.io/advancedspace/jobs/4324855009
Advanced Space,2027 Machine Learning Summer Internship,Summer 2027,False,,Internship,,Data & ML/AI,"Westminster, CO",unknown,,$28–$37/hr,Python; C++; PyTorch; TensorFlow; scikit-learn; Pandas; Computer Vision; CUDA,2026-08-24T16:22:30-04:00,exact,2026-08-24T20:42:21Z,https://job-boards.greenhouse.io/advancedspace/jobs/4324875009
Advanced Space,2027 DevOps Summer Internship,Summer 2027,False,,Internship,,Software,"Westminster, CO",unknown,,$26–$35/hr,Python; AWS; Kubernetes; Docker; Terraform; Linux; Git,2026-08-24T16:17:46-04:00,exact,2026-08-24T20:42:21Z,https://job-boards.greenhouse.io/advancedspace/jobs/4333179009
Audax Group,Data Engineer Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Boston, Massachusetts",unknown,,,Python; Java; SQL,2026-08-24T06:00:00-04:00,exact,2026-08-24T10:48:12Z,https://job-boards.greenhouse.io/audaxgroup/jobs/4722770005
BTI360,Software Engineering Intern,Summer 2027,False,,Internship,,Software,"Herndon,VA",citizens-only,,,Python; Java; C++; SQL; React; Angular; Spring; AWS,2026-08-24T16:37:00-04:00,exact,2026-08-25T09:48:25Z,https://job-boards.greenhouse.io/bti36021/jobs/8155152
Meridian Partners,Flight Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; C++; Rust; Linux,2026-08-24T20:22:51-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967400003
Meridian Partners,Cloud Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; AWS; GCP; Azure; Kubernetes; Docker; Terraform; Git,2026-08-24T20:50:28-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967614003
Meridian Partners,Data Scientist Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; scikit-learn; Pandas; LLMs; Computer Vision; Docker; Git; Spark,2026-08-24T21:17:48-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967776003
Meridian Partners,Data Scientist Graduate Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA",citizens-only,,,Python; scikit-learn; Pandas; LLMs; Computer Vision; Docker; Git; Spark,2026-08-24T21:21:07-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967886003
Meridian Partners,Front End Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; React; Git,2026-08-24T21:42:14-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967961003
Meridian Partners,Front End Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; React; Git,2026-08-24T21:44:57-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968076003
Meridian Partners,Full Stack Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; JavaScript; AWS; Azure; Docker; Git,2026-08-24T21:54:21-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968093003
Meridian Partners,Full Stack Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; JavaScript; AWS; Azure; Docker; Git,2026-08-24T21:54:23-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968100003
Meridian Partners,Machine Learning Engineer Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; LLMs; Computer Vision; AWS; Azure; Docker; Airflow,2026-08-24T22:25:21-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968308003
Meridian Partners,Mechanical Engineer Co-op,Not stated,True,,Co-op,,Hardware,"Cambridge, MA",citizens-only,,,,2026-08-24T22:29:42-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968311003
Meridian Partners,Python Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; AWS; Azure; Docker; Git,2026-08-24T22:39:08-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968338003
Meridian Partners,Python Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; AWS; Azure; Docker; Git,2026-08-24T22:42:42-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968485003
