company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Copart,Software Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,JavaScript,2026-09-02T00:00:00Z,date_only,2026-09-02T20:59:44Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR111173
General Motors,2027 Summer Intern – Manufacturing Engineering – Body Center,Summer 2027,False,,Internship,,Hardware,"Warren, Michigan, United States of America",unknown,928,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Engineering---Body-Center_JR-202619475
RTX,Software Engineering Co-op (Summer/Fall 2027),Summer 2027,False,,Co-op,,Software,US-IA-CEDAR RAPIDS-105 ~ 400 Collins Rd NE ~ BLDG 105,citizens-only,,,Python; C++,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-105--400-Collins-Rd-NE--BLDG-105/Software-Engineering-Co-op--Summer-Fall-2027-_01870194
United Parcel Service (UPS),2027 Industrial Engineering Summer Intern - Bayonne NJ,Summer 2027,False,,Internship,,Hardware,US - BAYONNE CENTER (NJBAY),citizens-only,,$16–$33.44/hr,,2026-09-02T00:00:00Z,date_only,2026-09-02T20:59:44Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---BAYONNE-CENTER-NJBAY/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Bayonne-NJ_R26030793
United Parcel Service (UPS),"2027 Industrial Engineering Summer Intern - Portland, OR",Summer 2027,False,,Internship,,Hardware,US - PORTLAND HUB (ORPOR),citizens-only,,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---PORTLAND-HUB-ORPOR/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Portland--OR_R26030709
United Parcel Service (UPS),"2027 Industrial Engineering Summer Intern - Atlanta, GA",Summer 2027,False,,Internship,,Hardware,US - UPS CORPORATE OFFICES (GACOR),citizens-only,,,,2026-09-02T00:00:00Z,date_only,2026-09-02T20:59:44Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---UPS-CORPORATE-OFFICES-GACOR/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Atlanta--GA_R26030769
United Parcel Service (UPS),"2027 Industrial Engineering Summer Intern - Salt Lake City, UT",Summer 2027,False,,Internship,,Hardware,US - UTAH REGIONAL HUB (UTLKE),citizens-only,,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---UTAH-REGIONAL-HUB-UTLKE/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Salt-Lake-City--UT_R26030699
Magna International,Intern - Engineering Software,Not stated,True,,Internship,,Software,"Southfield, Michigan, US",unknown,,,Python; C++; Linux; Git,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://magna.wd3.myworkdayjobs.com/Magna/job/Southfield-Michigan-US/Intern---Engineering-Software_R00258617
McKesson,Software Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"USA, CO, Longmont",unknown,147,,Python; Java; C++; C#; Git,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://mckesson.wd3.myworkdayjobs.com/External_Careers/job/USA-CO-Longmont/Software-Engineer-Intern---Summer-2027_JR0152469
McKesson,Software Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"USA, CO, Longmont",unknown,147,,Python; C#; SQL; Git; PostgreSQL,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://mckesson.wd3.myworkdayjobs.com/External_Careers/job/USA-CO-Longmont/Software-Engineer-Intern---Summer-2027_JR0152742
McKesson,Software Installation & IT Support Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"USA, CO, Longmont",unknown,147,,,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://mckesson.wd3.myworkdayjobs.com/External_Careers/job/USA-CO-Longmont/Software-Installation---IT-Support-Intern---Summer-2027_JR0152304
McKesson,Data Analyst Intern - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"USA, OH, Columbus",unknown,147,,SQL; Tableau,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://mckesson.wd3.myworkdayjobs.com/External_Careers/job/USA-OH-Columbus/Data-Analyst-Intern---Summer-2027_JR0150844
McKesson,Software Development Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"USA, TX, Irving",unknown,147,,Python; Java; C#,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://mckesson.wd3.myworkdayjobs.com/External_Careers/job/USA-TX-Irving/Software-Development-Intern---Summer-2027_JR0152635
Northrop Grumman,2027 Software Engineer Intern - Linthicum Maryland,Summer 2027,False,,Internship,,Software,United States-Maryland-Linthicum,citizens-only,,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Maryland-Linthicum/XMLNAME-2027-Software-Engineer-Intern---Linthicum-Maryland_R10248910
Niagara Bottling,Manufacturing Intern - Allentown,Not stated,True,,Internship,,Hardware,"Allentown - Allentown, PA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Allentown---Allentown-PA/Manufacturing-Intern---Allentown_R56046
Niagara Bottling,Manufacturing Intern - Allentown,Not stated,True,,Internship,,Hardware,"Allentown - Allentown, PA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Allentown---Allentown-PA/Manufacturing-Intern---Allentown_R56047
Niagara Bottling,Manufacturing Intern - Atlanta,Not stated,True,,Internship,,Hardware,"Atlanta - Newnan, GA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Atlanta---Newnan-GA/Manufacturing-Intern---Atlanta_R56048
Niagara Bottling,Manufacturing Intern - Atlanta,Not stated,True,,Internship,,Hardware,"Atlanta - Newnan, GA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Atlanta---Newnan-GA/Manufacturing-Intern---Atlanta_R56049
Niagara Bottling,Manufacturing Intern - Baytown,Not stated,True,,Internship,,Hardware,"Baytown - Baytown, TX",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Baytown---Baytown-TX/Manufacturing-Intern---Baytown_R56050
Niagara Bottling,Manufacturing Intern - Baytown,Not stated,True,,Internship,,Hardware,"Baytown - Baytown, TX",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Baytown---Baytown-TX/Manufacturing-Intern---Baytown_R56051
Niagara Bottling,Manufacturing Intern - Carolina,Not stated,True,,Internship,,Hardware,"Carolina - Carolina, SC",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Carolina---Carolina-SC/Manufacturing-Intern---Carolina_R56052
Niagara Bottling,Manufacturing Intern - Cincinnati,Not stated,True,,Internship,,Hardware,"Cincinnati - Elsmere, KY",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Cincinnati---Elsmere-KY/Manufacturing-Intern---Cincinnati_R56053
Niagara Bottling,Manufacturing Intern - Dallas,Not stated,True,,Internship,,Hardware,"Dallas - Dallas, TX",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Dallas---Dallas-TX/Manufacturing-Intern---Dallas_R56054
Niagara Bottling,Manufacturing Intern - Hazleton,Not stated,True,,Internship,,Hardware,"Hazleton - Hazle Township, PA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Hazleton---Hazle-Township-PA/Manufacturing-Intern---Hazleton_R56056
Niagara Bottling,Manufacturing Intern - Jacksonville,Not stated,True,,Internship,,Hardware,"Jacksonville - Middleburg, FL",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Jacksonville---Middleburg-FL/Manufacturing-Intern---Jacksonville_R56057
Niagara Bottling,Manufacturing Intern - Jacksonville,Not stated,True,,Internship,,Hardware,"Jacksonville - Middleburg, FL",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Jacksonville---Middleburg-FL/Manufacturing-Intern---Jacksonville_R56058
Niagara Bottling,Manufacturing Intern - Kansas City 2,Not stated,True,,Internship,,Hardware,"Kansas City 2 - Kansas City, MO",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Kansas-City-2---Kansas-City-MO/Manufacturing-Intern---Kansas-City-2_R56060
Niagara Bottling,Manufacturing Intern - Kenosha,Not stated,True,,Internship,,Hardware,"Kenosha - Pleasant Prairie, WI",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Kenosha---Pleasant-Prairie-WI/Manufacturing-Intern---Kenosha_R56061
Niagara Bottling,Manufacturing Intern - Lancaster,Not stated,True,,Internship,,Hardware,"Lancaster - Lancaster, TX",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Lancaster---Lancaster-TX/Manufacturing-Intern---Lancaster_R56062
Niagara Bottling,Manufacturing Intern - Louisville,Not stated,True,,Internship,,Hardware,"Louisville - Jeffersonville, IN",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Louisville---Jeffersonville-IN/Manufacturing-Intern---Louisville_R56063
Niagara Bottling,Manufacturing Intern - Mesa,Not stated,True,,Internship,,Hardware,"Mesa - Mesa, AZ",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Mesa---Mesa-AZ/Manufacturing-Intern---Mesa_R56064
Niagara Bottling,Manufacturing Intern - Miami,Not stated,True,,Internship,,Hardware,"Miami - Jupiter, FL",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Miami---Jupiter-FL/Manufacturing-Intern---Miami_R56327
Niagara Bottling,Manufacturing Intern - Pittsburgh,Not stated,True,,Internship,,Hardware,"Pittsburgh - Pittsburgh, PA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Pittsburgh---Pittsburgh-PA/Manufacturing-Intern---Pittsburgh_R56067
Niagara Bottling,Manufacturing Intern - Rialto,Not stated,True,,Internship,,Hardware,"Rialto - Rialto, CA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Rialto---Rialto-CA/Manufacturing-Intern---Rialto_R56068
Niagara Bottling,Manufacturing Intern - Stockton 3,Not stated,True,,Internship,,Hardware,"Stockton - Stockton, CA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Stockton---Stockton-CA/Manufacturing-Intern---Stockton-3_R56070
Niagara Bottling,Manufacturing Intern - Stockton 4,Not stated,True,,Internship,,Hardware,"Stockton 4 - Stockton, CA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Stockton-4---Stockton-CA/Manufacturing-Intern---Stockton-4_R56071
Niagara Bottling,Manufacturing Intern - Stockton 4,Not stated,True,,Internship,,Hardware,"Stockton 4 - Stockton, CA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Stockton-4---Stockton-CA/Manufacturing-Intern---Stockton-4_R56072
Niagara Bottling,Manufacturing Intern - Tacoma,Not stated,True,,Internship,,Hardware,"Tacoma - Puyallup, WA",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-02T23:18:47Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Tacoma---Puyallup-WA/Manufacturing-Intern---Tacoma_R56073
Stryker,Manufacturing Engineering Intern,Not stated,True,,Internship,,Hardware,"Cary, Illinois",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Cary-Illinois/Manufacturing-Engineering-Intern_R572922
Stryker,Manufacturing Engineering Intern,Not stated,True,,Internship,,Hardware,"Redmond, Washington",unknown,104,,,2026-09-02T00:00:00Z,date_only,2026-09-03T04:00:34Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Redmond-Washington/Manufacturing-Engineering-Intern_R572846
Valmont,Civil/Structural Engineering Intern,Not stated,True,,Internship,,Hardware,Tuscaloosa AL,unknown,12,,,2026-09-02T00:00:00Z,date_only,2026-09-02T17:54:51Z,https://valmont.wd1.myworkdayjobs.com/ValmontCareers/job/Tuscaloosa-AL/Civil-Structural-Engineering-Intern_R28717
Valon,Software Engineer Intern,Not stated,True,,Internship,,Software,New York,unknown,2,$60/hr,Python; React; GCP; Kubernetes; Docker,2026-09-01T21:01:57.937+00:00,exact,2026-09-01T23:17:22Z,https://jobs.ashbyhq.com/valon/b5a62c0c-823c-42dd-8cb5-e4b1455bcc64
Eulerity,Backend Developer Intern,Not stated,True,,Internship,,Software,"New York, New York",unknown,,$17–$19/hr,Java; LLMs; Git,2026-09-01T17:08:29-04:00,exact,2026-09-01T23:17:22Z,https://job-boards.greenhouse.io/eulerity/jobs/4709040006
General Matter,Summer 2027 Internship - Mechanical Engineering (HVAC),Summer 2027,False,,Internship,,Hardware,"Los Angeles, CA",unknown,,$30–$40/hr,Python; C#; Airflow,2026-09-01T13:38:09-04:00,exact,2026-09-01T17:51:20Z,https://job-boards.greenhouse.io/generalmatter/jobs/5377104008
HP IQ,"Software Engineering Intern, Connectivity (Summer 2027)",Summer 2027,False,,Internship,,Software,"San Francisco, CA",unknown,,$45–$51/hr,Python; C++,2026-09-01T14:25:44-04:00,exact,2026-09-01T20:59:17Z,https://job-boards.greenhouse.io/hpiq/jobs/6176783004
Olsson,Structural Engineering Internship - Facilities,Not stated,True,,Internship,,Hardware,"Omaha, NE",unknown,2,,,2026-09-01T09:00:01-04:00,exact,2026-09-01T13:28:09Z,https://job-boards.greenhouse.io/olsson/jobs/5394118008
Olsson,Mechanical Engineering Internship - Healthcare Facilities,Not stated,True,,Internship,,Hardware,"Dallas, TX; Fort Worth, TX",unknown,2,,,2026-09-01T09:00:01-04:00,exact,2026-09-01T13:28:09Z,https://job-boards.greenhouse.io/olsson/jobs/5394239008
Olsson,Mechanical Engineering Internship - Healthcare Facilities,Not stated,True,,Internship,,Hardware,"Omaha, NE",unknown,2,,,2026-09-01T09:00:01-04:00,exact,2026-09-01T13:28:09Z,https://job-boards.greenhouse.io/olsson/jobs/5394243008
Olsson,Mechanical Engineering Internship - Facilities,Not stated,True,,Internship,,Hardware,"Oklahoma City, OK",unknown,2,,,2026-09-01T09:00:01-04:00,exact,2026-09-01T13:28:09Z,https://job-boards.greenhouse.io/olsson/jobs/5394246008
Stokespacetechnologies,Summer 2027 Internship - Software,Summer 2027,False,,Internship,,Software,"Kent, Washington",citizens-only,,$28/hr,Python; C++; Rust; TypeScript; JavaScript; React; Node.js; GraphQL,2026-09-01T11:32:31-04:00,exact,2026-09-06T12:53:24Z,https://job-boards.greenhouse.io/stokespacetechnologies/jobs/6176786004
FOTH,Civil Engineering Intern-Coastal Infrastructure (Summer 2027),Summer 2027,False,,Internship,,Software,"Newport, Rhode Island",unknown,,21–26 USD/hr,,2026-09-01T18:57:17Z,exact,2026-09-03T20:56:54Z,https://jobs.lever.co/foth/072d5e17-c095-49bc-ac02-4cd558bb5d64
FOTH,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Mehoopany, Pennsylvania",unknown,,,,2026-09-01T19:47:11Z,exact,2026-09-03T20:56:54Z,https://jobs.lever.co/foth/6cc70042-0140-4979-9878-828edf973a83
FOTH,Civil Engineering Intern-Waterfront Infrastructure (Summer 2027),Summer 2027,False,,Internship,,Software,"Green Bay, Wisconsin",unknown,,,,2026-09-01T19:02:34Z,exact,2026-09-03T20:56:54Z,https://jobs.lever.co/foth/95f75d08-ec27-48ff-8c60-dcf2d5720885
FOTH,Mechanical Engineering Co-op (Summer/Fall 2027),Summer 2027,False,,Co-op,,Hardware,"Green Bay, Wisconsin",unknown,,,,2026-09-01T19:37:42Z,exact,2026-09-03T20:56:54Z,https://jobs.lever.co/foth/d4e4eaf1-4046-4a8d-ae73-882f39355907
Hermeus,Software Engineering Intern (Modeling & Simulation) - Spring/Summer 2027,Summer 2027,False,,Internship,,Software,"Los Angeles, CA",citizens-only,,25–33 USD/hr,Python; C++; MATLAB,2026-09-01T18:28:54Z,exact,2026-09-01T20:59:17Z,https://jobs.lever.co/hermeus/445db430-6f81-41cf-847a-56a947afb936
Hermeus,Software Engineering Intern (HIL) - Spring/Summer 2027,Summer 2027,False,,Internship,,Software,"Atlanta, GA",citizens-only,,25–33 USD/hr,Python; C++; MATLAB,2026-09-01T15:30:22Z,exact,2026-09-01T20:59:17Z,https://jobs.lever.co/hermeus/d87ed913-affc-475e-b721-c5b5f11c3c7b
Texas Instruments,IT Infrastructure Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, IA, United States",unknown,234,$27.25/hr,LLMs,2026-09-01,date_only,2026-09-01T13:28:09Z,https://ebgj.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/253297
Texas Instruments,Software Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"Pella, IA, United States",unknown,234,$27.25/hr,Python; Java; C++; JavaScript; LLMs; Git,2026-09-01,date_only,2026-09-01T13:28:09Z,https://ebgj.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/253299
Texas Instruments,Data Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Pella, IA, United States",unknown,234,$29/hr,Python; SQL; LLMs; Git,2026-09-01,date_only,2026-09-01T13:28:09Z,https://ebgj.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/253304
AECOM,Structural Engineering Intern - Hiring Event with AECOM - Philadelphia,Not stated,True,,Internship,,Hardware,"Conshohocken, PA, United States",citizens-only,246,,,2026-09-01T01:26:50.382Z,exact,2026-09-01T07:41:38Z,https://jobs.smartrecruiters.com/AECOM2/744000146596391
TWG Global,AI Data Science Intern (SOLT) - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Santa Monica, California, United States",unknown,,$50/hr,Python; PyTorch; scikit-learn; Pandas; LLMs,2026-09-01T00:00:00.000Z,date_only,2026-09-10T00:06:03Z,https://apply.workable.com/twgai/j/263B34D737/
TWG Global,AI Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Santa Monica, California, United States",unknown,,$50/hr,LLMs; Computer Vision,2026-09-01T00:00:00.000Z,date_only,2026-09-10T00:06:03Z,https://apply.workable.com/twgai/j/772CD136FF/
TWG Global,AI Data Science Intern (MAQR) - Summer 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Santa Monica, California, United States",unknown,,$50/hr,Python; PyTorch; TensorFlow; scikit-learn; Pandas; Git,2026-09-01T00:00:00.000Z,date_only,2026-09-10T00:06:03Z,https://apply.workable.com/twgai/j/AC536E5EE2/
Altera Corporation,Graduate Intern - Engineering Infrastructure,Not stated,True,,Internship,,Software,"San Jose, California, United States",unknown,11,,Python; AWS; Terraform; Linux,2026-09-01T00:00:00Z,date_only,2026-09-02T04:02:54Z,https://altera.wd1.myworkdayjobs.com/altera/job/San-Jose-California-United-States/Graduate-Intern---Engineering-Infrastructure_R03066
Brunswick,Mercury Marine: Materials Engineering Co-op,Not stated,True,,Co-op,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T13:28:09Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Materials-Engineering-Co-op_JR-051139
Brunswick,Mercury Marine: Mechatronics Intern,Not stated,True,,Internship,,Hardware,"Fond du Lac, WI",unknown,54,$18–$27.5/hr,Python; MATLAB,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Mercury-Marine--Mechatronics-Intern_JR-051269
CWAN,Product Management Intern,Not stated,True,,Internship,,Software,Office - New York,unknown,,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Product-Management-Intern_R12200
CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12182
CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12183
CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12184
CWAN,Quant Developer Intern,Not stated,True,,Internship,,Quant,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Quant-Developer-Intern_R12185
CWAN,Technical Product Management Intern,Not stated,True,,Internship,,Software,Office - New York,unknown,,,Java,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Technical-Product-Management-Intern_R12058
CWAN,Technical Product Management Intern,Not stated,True,,Internship,,Software,Office - New York,unknown,,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Technical-Product-Management-Intern_R12094
CWAN,Technical Product Management Intern,Not stated,True,,Internship,,Software,Office - New York,unknown,,,Python; SQL,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://clearwateranalytics.wd1.myworkdayjobs.com/Clearwater_Analytics_Careers/job/Office---New-York/Technical-Product-Management-Intern_R12198
DraftKings,Data Science Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Boston, MA",unknown,52,,Python; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://draftkings.wd1.myworkdayjobs.com/Campus_Career_Portal/job/Boston-MA/Data-Science-Intern--Summer-2027-_JR14958
Teledyne,EADSIM Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"US - Huntsville, AL",citizens-only,5,,Python; C++; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T17:51:20Z,https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Huntsville-AL/EADSIM-Software-Engineering-Intern--Summer-2027-_REQ36667
First National Bank,Summer 2027 AI/ML Modeler Intern,Summer 2027,False,,Internship,,Data & ML/AI,"Pittsburgh, PA",no-sponsorship,39,,Python; SQL; scikit-learn; Pandas; Docker; Git,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://fnbcorp.wd501.myworkdayjobs.com/FNBCORP/job/Pittsburgh-PA/Summer-2027-AI-ML-Modeler-Intern_2026-01851
General Motors,2027 Summer Intern – Global Manufacturing Electrical & SDV,Summer 2027,False,,Internship,,Hardware,"Warren, Michigan, United States of America",unknown,928,,C++; Linux,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Global-Manufacturing-Electrical---SDV_JR-202619352
General Motors,2027 Summer Intern - Manufacturing Engineering— Global Propulsion Systems,Summer 2027,False,,Internship,,Hardware,"Warren, Michigan, United States of America",unknown,928,,Python; MATLAB,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Engineering--Global-Propulsion-Systems_JR-202619351
General Motors,2027 Summer Intern – Manufacturing Engineering General Assembly,Summer 2027,False,,Internship,,Hardware,"Warren, Michigan, United States of America",unknown,928,,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Engineering-General-Assembly_JR-202619346
Greenheck Group,Manufacturing Operations Co-op (WI),Not stated,True,,Co-op,,Hardware,"Schofield, WI",unknown,,$20/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T20:59:17Z,https://greenheckgroup.wd5.myworkdayjobs.com/external/job/Schofield-WI/Manufacturing-Operations-Co-op--WI-_JR104525
United Parcel Service (UPS),2027 Industrial Engineering Summer Intern - Chicago IL,Summer 2027,False,,Internship,,Hardware,US - JEFFERSON HUB (ILJEF),citizens-only,,$16–$33.44/hr,,2026-09-01T00:00:00Z,date_only,2026-09-01T23:17:22Z,https://hcmportal.wd5.myworkdayjobs.com/Search/job/US---JEFFERSON-HUB-ILJEF/XMLNAME-2027-Industrial-Engineering-Summer-Intern---Chicago-IL_R26030597
Hypertherm,Intern - Manufacturing Process Engineer,Summer 2027,False,,Internship,,Hardware,"Hanover, NH",unknown,9,,,2026-09-01T00:00:00Z,date_only,2026-09-11T14:19:51Z,https://hypertherm.wd503.myworkdayjobs.com/hypertherm-careers/job/Hanover-NH/Intern---Manufacturing-Process-Engineer_R4063-1
